Time_Index,z1_natural_gas,z1_coal,z1_nuclear,z2_natural_gas,z2_coal,z2_nuclear,z3_natural_gas,z3_coal,z4_natural_gas,z5_natural_gas,z5_coal,z6_nuclear,z6_coal,z1_solar,z1_wind,z3_solar,z3_wind,z4_solar,z4_wind,z5_solar,z7_solar,z7_wind,z6_wind,z8_solar,z82_natural_gas_1,z83_natural_gas_1,z84_natural_gas_1
1911,1,1,1,1,1,1,1,1,1,1,1,1,1,0.40782,0.502866,0.40782,0.502866,0.40782,0.502866,0.40782,0.40782,0.502866,0.502866,0.40782,1,1,1
1912,1,1,1,1,1,1,1,1,1,1,1,1,1,0.340468,0.442418,0.340468,0.442418,0.340468,0.442418,0.340468,0.340468,0.442418,0.442418,0.340468,1,1,1
1913,1,1,1,1,1,1,1,1,1,1,1,1,1,0.190639,0.480459,0.190639,0.480459,0.190639,0.480459,0.190639,0.190639,0.480459,0.480459,0.190639,1,1,1
1914,1,1,1,1,1,1,1,1,1,1,1,1,1,0.053082,0.503387,0.053082,0.503387,0.053082,0.503387,0.053082,0.053082,0.503387,0.503387,0.053082,1,1,1
1915,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004281,0.459093,0.004281,0.459093,0.004281,0.459093,0.004281,0.004281,0.459093,0.459093,0.004281,1,1,1
1916,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.463783,0,0.463783,0,0.463783,0,0,0.463783,0.463783,0,1,1,1
1917,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.436165,0,0.436165,0,0.436165,0,0,0.436165,0.436165,0,1,1,1
1918,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.454924,0,0.454924,0,0.454924,0,0,0.454924,0.454924,0,1,1,1
1919,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.46691,0,0.46691,0,0.46691,0,0,0.46691,0.46691,0,1,1,1
1920,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.43408,0,0.43408,0,0.43408,0,0,0.43408,0.43408,0,1,1,1
1921,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.388223,0,0.388223,0,0.388223,0,0,0.388223,0.388223,0,1,1,1
1922,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.375195,0,0.375195,0,0.375195,0,0,0.375195,0.375195,0,1,1,1
1923,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.380928,0,0.380928,0,0.380928,0,0,0.380928,0.380928,0,1,1,1
1924,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.392392,0,0.392392,0,0.392392,0,0,0.392392,0.392392,0,1,1,1
1925,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.362689,0,0.362689,0,0.362689,0,0,0.362689,0.362689,0,1,1,1
1926,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.329338,0,0.329338,0,0.329338,0,0,0.329338,0.329338,0,1,1,1
1927,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.279833,0,0.279833,0,0.279833,0,0,0.279833,0.279833,0,1,1,1
1928,1,1,1,1,1,1,1,1,1,1,1,1,1,0.094749,0.280354,0.094749,0.280354,0.094749,0.280354,0.094749,0.094749,0.280354,0.280354,0.094749,1,1,1
1929,1,1,1,1,1,1,1,1,1,1,1,1,1,0.176941,0.286608,0.176941,0.286608,0.176941,0.286608,0.176941,0.176941,0.286608,0.286608,0.176941,1,1,1
1930,1,1,1,1,1,1,1,1,1,1,1,1,1,0.437215,0.241271,0.437215,0.241271,0.437215,0.241271,0.437215,0.437215,0.241271,0.241271,0.437215,1,1,1
1931,1,1,1,1,1,1,1,1,1,1,1,1,1,0.370719,0.206879,0.370719,0.206879,0.370719,0.206879,0.370719,0.370719,0.206879,0.206879,0.370719,1,1,1
1932,1,1,1,1,1,1,1,1,1,1,1,1,1,0.416381,0.214174,0.416381,0.214174,0.416381,0.214174,0.416381,0.416381,0.214174,0.214174,0.416381,1,1,1
1933,1,1,1,1,1,1,1,1,1,1,1,1,1,0.825628,0.252215,0.825628,0.252215,0.825628,0.252215,0.825628,0.825628,0.252215,0.252215,0.825628,1,1,1
1934,1,1,1,1,1,1,1,1,1,1,1,1,1,0.790811,0.30641,0.790811,0.30641,0.790811,0.30641,0.790811,0.790811,0.30641,0.30641,0.790811,1,1,1
1935,1,1,1,1,1,1,1,1,1,1,1,1,1,0.695776,0.281397,0.695776,0.281397,0.695776,0.281397,0.695776,0.695776,0.281397,0.281397,0.695776,1,1,1
1936,1,1,1,1,1,1,1,1,1,1,1,1,1,0.548801,0.25482,0.548801,0.25482,0.548801,0.25482,0.548801,0.548801,0.25482,0.25482,0.548801,1,1,1
1937,1,1,1,1,1,1,1,1,1,1,1,1,1,0.364155,0.226681,0.364155,0.226681,0.364155,0.226681,0.364155,0.364155,0.226681,0.226681,0.364155,1,1,1
1938,1,1,1,1,1,1,1,1,1,1,1,1,1,0.129566,0.205315,0.129566,0.205315,0.129566,0.205315,0.129566,0.129566,0.205315,0.205315,0.129566,1,1,1
1939,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008562,0.189682,0.008562,0.189682,0.008562,0.189682,0.008562,0.008562,0.189682,0.189682,0.008562,1,1,1
1940,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.192809,0,0.192809,0,0.192809,0,0,0.192809,0.192809,0,1,1,1
1941,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.19333,0,0.19333,0,0.19333,0,0,0.19333,0.19333,0,1,1,1
1942,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.173528,0,0.173528,0,0.173528,0,0,0.173528,0.173528,0,1,1,1
1943,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.168838,0,0.168838,0,0.168838,0,0,0.168838,0.168838,0,1,1,1
1944,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.153726,0,0.153726,0,0.153726,0,0,0.153726,0.153726,0,1,1,1
1945,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.136529,0,0.136529,0,0.136529,0,0,0.136529,0.136529,0,1,1,1
1946,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.10839,0,0.10839,0,0.10839,0,0,0.10839,0.10839,0,1,1,1
1947,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.077645,0,0.077645,0,0.077645,0,0,0.077645,0.077645,0,1,1,1
1948,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.054195,0,0.054195,0,0.054195,0,0,0.054195,0.054195,0,1,1,1
1949,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.062533,0,0.062533,0,0.062533,0,0,0.062533,0.062533,0,1,1,1
1950,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.072434,0,0.072434,0,0.072434,0,0,0.072434,0.072434,0,1,1,1
1951,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.072434,0,0.072434,0,0.072434,0,0,0.072434,0.072434,0,1,1,1
1952,1,1,1,1,1,1,1,1,1,1,1,1,1,0.104452,0.084419,0.104452,0.084419,0.104452,0.084419,0.104452,0.104452,0.084419,0.084419,0.104452,1,1,1
1953,1,1,1,1,1,1,1,1,1,1,1,1,1,0.185502,0.101094,0.185502,0.101094,0.185502,0.101094,0.185502,0.185502,0.101094,0.101094,0.185502,1,1,1
1954,1,1,1,1,1,1,1,1,1,1,1,1,1,0.300799,0.109432,0.300799,0.109432,0.300799,0.109432,0.300799,0.300799,0.109432,0.109432,0.300799,1,1,1
1955,1,1,1,1,1,1,1,1,1,1,1,1,1,0.273402,0.09901,0.273402,0.09901,0.273402,0.09901,0.273402,0.273402,0.09901,0.09901,0.273402,1,1,1
1956,1,1,1,1,1,1,1,1,1,1,1,1,1,0.40468,0.129755,0.40468,0.129755,0.40468,0.129755,0.40468,0.40468,0.129755,0.129755,0.40468,1,1,1
1957,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3125,0.152163,0.3125,0.152163,0.3125,0.152163,0.3125,0.3125,0.152163,0.152163,0.3125,1,1,1
1958,1,1,1,1,1,1,1,1,1,1,1,1,1,0.343322,0.185513,0.343322,0.185513,0.343322,0.185513,0.343322,0.343322,0.185513,0.185513,0.343322,1,1,1
1959,1,1,1,1,1,1,1,1,1,1,1,1,1,0.369292,0.187598,0.369292,0.187598,0.369292,0.187598,0.369292,0.369292,0.187598,0.187598,0.369292,1,1,1
1960,1,1,1,1,1,1,1,1,1,1,1,1,1,0.262272,0.166754,0.262272,0.166754,0.262272,0.166754,0.262272,0.262272,0.166754,0.166754,0.262272,1,1,1
1961,1,1,1,1,1,1,1,1,1,1,1,1,1,0.150114,0.131318,0.150114,0.131318,0.150114,0.131318,0.150114,0.150114,0.131318,0.131318,0.150114,1,1,1
1962,1,1,1,1,1,1,1,1,1,1,1,1,1,0.069349,0.079729,0.069349,0.079729,0.069349,0.079729,0.069349,0.069349,0.079729,0.079729,0.069349,1,1,1
1963,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005422,0.080771,0.005422,0.080771,0.005422,0.080771,0.005422,0.005422,0.080771,0.080771,0.005422,1,1,1
1964,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.100573,0,0.100573,0,0.100573,0,0,0.100573,0.100573,0,1,1,1
1965,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.079208,0,0.079208,0,0.079208,0,0,0.079208,0.079208,0,1,1,1
1966,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.076602,0,0.076602,0,0.076602,0,0,0.076602,0.076602,0,1,1,1
1967,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.095362,0,0.095362,0,0.095362,0,0,0.095362,0.095362,0,1,1,1
1968,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.093799,0,0.093799,0,0.093799,0,0,0.093799,0.093799,0,1,1,1
1969,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.063575,0,0.063575,0,0.063575,0,0,0.063575,0.063575,0,1,1,1
1970,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.052632,0,0.052632,0,0.052632,0,0,0.052632,0.052632,0,1,1,1
1971,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.052632,0,0.052632,0,0.052632,0,0,0.052632,0.052632,0,1,1,1
1972,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.059406,0,0.059406,0,0.059406,0,0,0.059406,0.059406,0,1,1,1
1973,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.090151,0,0.090151,0,0.090151,0,0,0.090151,0.090151,0,1,1,1
1974,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.116727,0,0.116727,0,0.116727,0,0,0.116727,0.116727,0,1,1,1
1975,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.091193,0,0.091193,0,0.091193,0,0,0.091193,0.091193,0,1,1,1
1976,1,1,1,1,1,1,1,1,1,1,1,1,1,0.186073,0.07087,0.186073,0.07087,0.186073,0.07087,0.186073,0.186073,0.07087,0.07087,0.186073,1,1,1
1977,1,1,1,1,1,1,1,1,1,1,1,1,1,0.387557,0.055758,0.387557,0.055758,0.387557,0.055758,0.387557,0.387557,0.055758,0.055758,0.387557,1,1,1
1978,1,1,1,1,1,1,1,1,1,1,1,1,1,0.568208,0.152684,0.568208,0.152684,0.568208,0.152684,0.568208,0.568208,0.152684,0.152684,0.568208,1,1,1
1979,1,1,1,1,1,1,1,1,1,1,1,1,1,0.707477,0.14643,0.707477,0.14643,0.707477,0.14643,0.707477,0.707477,0.14643,0.14643,0.707477,1,1,1
1980,1,1,1,1,1,1,1,1,1,1,1,1,1,0.793664,0.22147,0.793664,0.22147,0.793664,0.22147,0.793664,0.793664,0.22147,0.22147,0.793664,1,1,1
1981,1,1,1,1,1,1,1,1,1,1,1,1,1,0.820205,0.266285,0.820205,0.266285,0.820205,0.266285,0.820205,0.820205,0.266285,0.266285,0.820205,1,1,1
1982,1,1,1,1,1,1,1,1,1,1,1,1,1,0.787957,0.25013,0.787957,0.25013,0.787957,0.25013,0.787957,0.787957,0.25013,0.25013,0.787957,1,1,1
1983,1,1,1,1,1,1,1,1,1,1,1,1,1,0.687215,0.25013,0.687215,0.25013,0.687215,0.25013,0.687215,0.687215,0.25013,0.25013,0.687215,1,1,1
1984,1,1,1,1,1,1,1,1,1,1,1,1,1,0.548516,0.290255,0.548516,0.290255,0.548516,0.290255,0.548516,0.548516,0.290255,0.290255,0.548516,1,1,1
1985,1,1,1,1,1,1,1,1,1,1,1,1,1,0.365868,0.30172,0.365868,0.30172,0.365868,0.30172,0.365868,0.365868,0.30172,0.30172,0.365868,1,1,1
1986,1,1,1,1,1,1,1,1,1,1,1,1,1,0.116438,0.312663,0.116438,0.312663,0.116438,0.312663,0.116438,0.116438,0.312663,0.312663,0.116438,1,1,1
1987,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008276,0.321522,0.008276,0.321522,0.008276,0.321522,0.008276,0.008276,0.321522,0.321522,0.008276,1,1,1
1988,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.340281,0,0.340281,0,0.340281,0,0,0.340281,0.340281,0,1,1,1
1989,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.434601,0,0.434601,0,0.434601,0,0,0.434601,0.434601,0,1,1,1
1990,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.474726,0,0.474726,0,0.474726,0,0,0.474726,0.474726,0,1,1,1
1991,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.511204,0,0.511204,0,0.511204,0,0,0.511204,0.511204,0,1,1,1
1992,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.50495,0,0.50495,0,0.50495,0,0,0.50495,0.50495,0,1,1,1
1993,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.511725,0,0.511725,0,0.511725,0,0,0.511725,0.511725,0,1,1,1
1994,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.482543,0,0.482543,0,0.482543,0,0,0.482543,0.482543,0,1,1,1
1995,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.470558,0,0.470558,0,0.470558,0,0,0.470558,0.470558,0,1,1,1
1996,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.487754,0,0.487754,0,0.487754,0,0,0.487754,0.487754,0,1,1,1
1997,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.50495,0,0.50495,0,0.50495,0,0,0.50495,0.50495,0,1,1,1
1998,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.473163,0,0.473163,0,0.473163,0,0,0.473163,0.473163,0,1,1,1
1999,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.44346,0,0.44346,0,0.44346,0,0,0.44346,0.44346,0,1,1,1
2000,1,1,1,1,1,1,1,1,1,1,1,1,1,0.191495,0.427827,0.191495,0.427827,0.191495,0.427827,0.191495,0.191495,0.427827,0.427827,0.191495,1,1,1
2001,1,1,1,1,1,1,1,1,1,1,1,1,1,0.395263,0.382491,0.395263,0.382491,0.395263,0.382491,0.395263,0.395263,0.382491,0.382491,0.395263,1,1,1
2002,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5371,0.366337,0.5371,0.366337,0.5371,0.366337,0.5371,0.5371,0.366337,0.366337,0.5371,1,1,1
2003,1,1,1,1,1,1,1,1,1,1,1,1,1,0.625285,0.361647,0.625285,0.361647,0.625285,0.361647,0.625285,0.625285,0.361647,0.361647,0.625285,1,1,1
2004,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6504,0.34914,0.6504,0.34914,0.6504,0.34914,0.6504,0.6504,0.34914,0.34914,0.6504,1,1,1
2005,1,1,1,1,1,1,1,1,1,1,1,1,1,0.539669,0.350703,0.539669,0.350703,0.539669,0.350703,0.539669,0.539669,0.350703,0.350703,0.539669,1,1,1
2006,1,1,1,1,1,1,1,1,1,1,1,1,1,0.609304,0.344971,0.609304,0.344971,0.609304,0.344971,0.609304,0.609304,0.344971,0.344971,0.609304,1,1,1
2007,1,1,1,1,1,1,1,1,1,1,1,1,1,0.605308,0.308494,0.605308,0.308494,0.605308,0.308494,0.605308,0.605308,0.308494,0.308494,0.605308,1,1,1
2008,1,1,1,1,1,1,1,1,1,1,1,1,1,0.508562,0.316832,0.508562,0.316832,0.508562,0.316832,0.508562,0.508562,0.316832,0.316832,0.508562,1,1,1
2009,1,1,1,1,1,1,1,1,1,1,1,1,1,0.369292,0.290776,0.369292,0.290776,0.369292,0.290776,0.369292,0.369292,0.290776,0.290776,0.369292,1,1,1
2010,1,1,1,1,1,1,1,1,1,1,1,1,1,0.105308,0.327775,0.105308,0.327775,0.105308,0.327775,0.105308,0.105308,0.327775,0.327775,0.105308,1,1,1
2011,1,1,1,1,1,1,1,1,1,1,1,1,1,0.013413,0.324648,0.013413,0.324648,0.013413,0.324648,0.013413,0.013413,0.324648,0.324648,0.013413,1,1,1
2012,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.276707,0,0.276707,0,0.276707,0,0,0.276707,0.276707,0,1,1,1
2013,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.230328,0,0.230328,0,0.230328,0,0,0.230328,0.230328,0,1,1,1
2014,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.223554,0,0.223554,0,0.223554,0,0,0.223554,0.223554,0,1,1,1
2015,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.224075,0,0.224075,0,0.224075,0,0,0.224075,0.224075,0,1,1,1
2016,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.23606,0,0.23606,0,0.23606,0,0,0.23606,0.23606,0,1,1,1
2017,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.239708,0,0.239708,0,0.239708,0,0,0.239708,0.239708,0,1,1,1
2018,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.246483,0,0.246483,0,0.246483,0,0,0.246483,0.246483,0,1,1,1
2019,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.267848,0,0.267848,0,0.267848,0,0,0.267848,0.267848,0,1,1,1
2020,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.276707,0,0.276707,0,0.276707,0,0,0.276707,0.276707,0,1,1,1
2021,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.263158,0,0.263158,0,0.263158,0,0,0.263158,0.263158,0,1,1,1
2022,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.258989,0,0.258989,0,0.258989,0,0,0.258989,0.258989,0,1,1,1
2023,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.249088,0,0.249088,0,0.249088,0,0,0.249088,0.249088,0,1,1,1
2024,1,1,1,1,1,1,1,1,1,1,1,1,1,0.200913,0.262116,0.200913,0.262116,0.200913,0.262116,0.200913,0.200913,0.262116,0.262116,0.200913,1,1,1
2025,1,1,1,1,1,1,1,1,1,1,1,1,1,0.361016,0.269411,0.361016,0.269411,0.361016,0.269411,0.361016,0.361016,0.269411,0.269411,0.361016,1,1,1
2026,1,1,1,1,1,1,1,1,1,1,1,1,1,0.468322,0.260552,0.468322,0.260552,0.468322,0.260552,0.468322,0.468322,0.260552,0.260552,0.468322,1,1,1
2027,1,1,1,1,1,1,1,1,1,1,1,1,1,0.484589,0.278791,0.484589,0.278791,0.484589,0.278791,0.484589,0.484589,0.278791,0.278791,0.484589,1,1,1
2028,1,1,1,1,1,1,1,1,1,1,1,1,1,0.641838,0.284002,0.641838,0.284002,0.641838,0.284002,0.641838,0.641838,0.284002,0.284002,0.641838,1,1,1
2029,1,1,1,1,1,1,1,1,1,1,1,1,1,0.471176,0.267327,0.471176,0.267327,0.471176,0.267327,0.471176,0.471176,0.267327,0.267327,0.471176,1,1,1
2030,1,1,1,1,1,1,1,1,1,1,1,1,1,0.462043,0.248046,0.462043,0.248046,0.462043,0.248046,0.462043,0.462043,0.248046,0.248046,0.462043,1,1,1
2031,1,1,1,1,1,1,1,1,1,1,1,1,1,0.454053,0.26889,0.454053,0.26889,0.454053,0.26889,0.454053,0.454053,0.26889,0.26889,0.454053,1,1,1
2032,1,1,1,1,1,1,1,1,1,1,1,1,1,0.332763,0.219385,0.332763,0.219385,0.332763,0.219385,0.332763,0.332763,0.219385,0.219385,0.332763,1,1,1
2033,1,1,1,1,1,1,1,1,1,1,1,1,1,0.280822,0.157895,0.280822,0.157895,0.280822,0.157895,0.280822,0.280822,0.157895,0.157895,0.280822,1,1,1
2034,1,1,1,1,1,1,1,1,1,1,1,1,1,0.136701,0.155289,0.136701,0.155289,0.136701,0.155289,0.136701,0.136701,0.155289,0.155289,0.136701,1,1,1
2035,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008562,0.157374,0.008562,0.157374,0.008562,0.157374,0.008562,0.008562,0.157374,0.157374,0.008562,1,1,1
2036,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.165711,0,0.165711,0,0.165711,0,0,0.165711,0.165711,0,1,1,1
2037,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.147994,0,0.147994,0,0.147994,0,0,0.147994,0.147994,0,1,1,1
2038,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.150599,0,0.150599,0,0.150599,0,0,0.150599,0.150599,0,1,1,1
2039,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.184992,0,0.184992,0,0.184992,0,0,0.184992,0.184992,0,1,1,1
2040,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.206357,0,0.206357,0,0.206357,0,0,0.206357,0.206357,0,1,1,1
2041,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.219385,0,0.219385,0,0.219385,0,0,0.219385,0.219385,0,1,1,1
2042,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.245961,0,0.245961,0,0.245961,0,0,0.245961,0.245961,0,1,1,1
2043,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.270453,0,0.270453,0,0.270453,0,0,0.270453,0.270453,0,1,1,1
2044,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.294945,0,0.294945,0,0.294945,0,0,0.294945,0.294945,0,1,1,1
2045,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.280354,0,0.280354,0,0.280354,0,0,0.280354,0.280354,0,1,1,1
2046,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.262116,0,0.262116,0,0.262116,0,0,0.262116,0.262116,0,1,1,1
2047,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.243877,0,0.243877,0,0.243877,0,0,0.243877,0.243877,0,1,1,1
2048,1,1,1,1,1,1,1,1,1,1,1,1,1,0.206336,0.247004,0.206336,0.247004,0.206336,0.247004,0.206336,0.206336,0.247004,0.247004,0.206336,1,1,1
2049,1,1,1,1,1,1,1,1,1,1,1,1,1,0.40782,0.265763,0.40782,0.265763,0.40782,0.265763,0.40782,0.40782,0.265763,0.265763,0.40782,1,1,1
2050,1,1,1,1,1,1,1,1,1,1,1,1,1,0.587614,0.275143,0.587614,0.275143,0.587614,0.275143,0.587614,0.587614,0.275143,0.275143,0.587614,1,1,1
2051,1,1,1,1,1,1,1,1,1,1,1,1,1,0.727454,0.285044,0.727454,0.285044,0.727454,0.285044,0.727454,0.727454,0.285044,0.285044,0.727454,1,1,1
2052,1,1,1,1,1,1,1,1,1,1,1,1,1,0.812785,0.3111,0.812785,0.3111,0.812785,0.3111,0.812785,0.812785,0.3111,0.3111,0.812785,1,1,1
2053,1,1,1,1,1,1,1,1,1,1,1,1,1,0.840468,0.324648,0.840468,0.324648,0.840468,0.324648,0.840468,0.840468,0.324648,0.324648,0.840468,1,1,1
2054,1,1,1,1,1,1,1,1,1,1,1,1,1,0.784817,0.325169,0.784817,0.325169,0.784817,0.325169,0.784817,0.784817,0.325169,0.325169,0.784817,1,1,1
2055,1,1,1,1,1,1,1,1,1,1,1,1,1,0.710046,0.295987,0.710046,0.295987,0.710046,0.295987,0.710046,0.710046,0.295987,0.295987,0.710046,1,1,1
2056,1,1,1,1,1,1,1,1,1,1,1,1,1,0.562785,0.230328,0.562785,0.230328,0.562785,0.230328,0.562785,0.562785,0.230328,0.230328,0.562785,1,1,1
2057,1,1,1,1,1,1,1,1,1,1,1,1,1,0.379566,0.203231,0.379566,0.203231,0.379566,0.203231,0.379566,0.379566,0.203231,0.203231,0.379566,1,1,1
2058,1,1,1,1,1,1,1,1,1,1,1,1,1,0.180651,0.171443,0.180651,0.171443,0.180651,0.171443,0.180651,0.180651,0.171443,0.171443,0.180651,1,1,1
2059,1,1,1,1,1,1,1,1,1,1,1,1,1,0.016838,0.192809,0.016838,0.192809,0.016838,0.192809,0.016838,0.016838,0.192809,0.192809,0.016838,1,1,1
2060,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.17926,0,0.17926,0,0.17926,0,0,0.17926,0.17926,0,1,1,1
2061,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.119333,0,0.119333,0,0.119333,0,0,0.119333,0.119333,0,1,1,1
2062,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.133924,0,0.133924,0,0.133924,0,0,0.133924,0.133924,0,1,1,1
2063,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.131318,0,0.131318,0,0.131318,0,0,0.131318,0.131318,0,1,1,1
2064,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.093799,0,0.093799,0,0.093799,0,0,0.093799,0.093799,0,1,1,1
2065,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.081813,0,0.081813,0,0.081813,0,0,0.081813,0.081813,0,1,1,1
2066,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.112038,0,0.112038,0,0.112038,0,0,0.112038,0.112038,0,1,1,1
2067,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.161021,0,0.161021,0,0.161021,0,0,0.161021,0.161021,0,1,1,1
2068,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.173528,0,0.173528,0,0.173528,0,0,0.173528,0.173528,0,1,1,1
2069,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.153205,0,0.153205,0,0.153205,0,0,0.153205,0.153205,0,1,1,1
2070,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.125586,0,0.125586,0,0.125586,0,0,0.125586,0.125586,0,1,1,1
2071,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.096404,0,0.096404,0,0.096404,0,0,0.096404,0.096404,0,1,1,1
2072,1,1,1,1,1,1,1,1,1,1,1,1,1,0.12871,0.085461,0.12871,0.085461,0.12871,0.085461,0.12871,0.12871,0.085461,0.085461,0.12871,1,1,1
2073,1,1,1,1,1,1,1,1,1,1,1,1,1,0.267409,0.072434,0.267409,0.072434,0.267409,0.072434,0.267409,0.267409,0.072434,0.072434,0.267409,1,1,1
2074,1,1,1,1,1,1,1,1,1,1,1,1,1,0.514269,0.071912,0.514269,0.071912,0.514269,0.071912,0.514269,0.514269,0.071912,0.071912,0.514269,1,1,1
2075,1,1,1,1,1,1,1,1,1,1,1,1,1,0.619007,0.082335,0.619007,0.082335,0.619007,0.082335,0.619007,0.619007,0.082335,0.082335,0.619007,1,1,1
2076,1,1,1,1,1,1,1,1,1,1,1,1,1,0.456336,0.098489,0.456336,0.098489,0.456336,0.098489,0.456336,0.456336,0.098489,0.098489,0.456336,1,1,1
2077,1,1,1,1,1,1,1,1,1,1,1,1,1,0.543094,0.107348,0.543094,0.107348,0.543094,0.107348,0.543094,0.543094,0.107348,0.107348,0.543094,1,1,1
2078,1,1,1,1,1,1,1,1,1,1,1,1,1,0.428082,0.100573,0.428082,0.100573,0.428082,0.100573,0.428082,0.428082,0.100573,0.100573,0.428082,1,1,1
2079,1,1,1,1,1,1,1,1,1,1,1,1,1,0.319064,0.083898,0.319064,0.083898,0.319064,0.083898,0.319064,0.319064,0.083898,0.083898,0.319064,1,1,1
2080,1,1,1,1,1,1,1,1,1,1,1,1,1,0.17266,0.073997,0.17266,0.073997,0.17266,0.073997,0.17266,0.17266,0.073997,0.073997,0.17266,1,1,1
