Time_Index,z1_natural_gas,z1_coal,z1_nuclear,z2_natural_gas,z2_coal,z2_nuclear,z3_natural_gas,z3_coal,z4_natural_gas,z5_natural_gas,z5_coal,z7_natural_gas,z7_coal,z1_solar,z1_wind,z3_solar,z3_wind,z4_solar,z4_wind,z5_solar,z7_solar,z7_wind,z6_wind,z8_solar
6639,1,1,1,1,1,1,1,1,1,1,1,1,1,0.094178,0.119333,0.094178,0.119333,0.094178,0.119333,0.094178,0.094178,0.119333,0.119333,0.094178
6640,1,1,1,1,1,1,1,1,1,1,1,1,1,0.082477,0.100052,0.082477,0.100052,0.082477,0.100052,0.082477,0.082477,0.100052,0.100052,0.082477
6641,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03653,0.096404,0.03653,0.096404,0.03653,0.096404,0.03653,0.03653,0.096404,0.096404,0.03653
6642,1,1,1,1,1,1,1,1,1,1,1,1,1,0.012272,0.092757,0.012272,0.092757,0.012272,0.092757,0.012272,0.012272,0.092757,0.092757,0.012272
6643,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.087546,0,0.087546,0,0.087546,0,0,0.087546,0.087546,0
6644,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.065659,0,0.065659,0,0.065659,0,0,0.065659,0.065659,0
6645,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.049505,0,0.049505,0,0.049505,0,0,0.049505,0.049505,0
6646,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.081292,0,0.081292,0,0.081292,0,0,0.081292,0.081292,0
6647,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.057843,0,0.057843,0,0.057843,0,0,0.057843,0.057843,0
6648,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.06149,0,0.06149,0,0.06149,0,0,0.06149,0.06149,0
6649,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.060969,0,0.060969,0,0.060969,0,0,0.060969,0.060969,0
6650,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.073476,0,0.073476,0,0.073476,0,0,0.073476,0.073476,0
6651,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.065138,0,0.065138,0,0.065138,0,0,0.065138,0.065138,0
6652,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.071912,0,0.071912,0,0.071912,0,0,0.071912,0.071912,0
6653,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.062533,0,0.062533,0,0.062533,0,0,0.062533,0.062533,0
6654,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.065659,0,0.065659,0,0.065659,0,0,0.065659,0.065659,0
6655,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.060969,0,0.060969,0,0.060969,0,0,0.060969,0.060969,0
6656,1,1,1,1,1,1,1,1,1,1,1,1,1,0.068208,0.109432,0.068208,0.109432,0.068208,0.109432,0.068208,0.068208,0.109432,0.109432,0.068208
6657,1,1,1,1,1,1,1,1,1,1,1,1,1,0.246861,0.134966,0.246861,0.134966,0.246861,0.134966,0.246861,0.246861,0.134966,0.134966,0.246861
6658,1,1,1,1,1,1,1,1,1,1,1,1,1,0.411244,0.133403,0.411244,0.133403,0.411244,0.133403,0.411244,0.411244,0.133403,0.133403,0.411244
6659,1,1,1,1,1,1,1,1,1,1,1,1,1,0.153824,0.163627,0.153824,0.163627,0.153824,0.163627,0.153824,0.153824,0.163627,0.163627,0.153824
6660,1,1,1,1,1,1,1,1,1,1,1,1,1,0.294235,0.154768,0.294235,0.154768,0.294235,0.154768,0.294235,0.294235,0.154768,0.154768,0.294235
6661,1,1,1,1,1,1,1,1,1,1,1,1,1,0.255993,0.16519,0.255993,0.16519,0.255993,0.16519,0.255993,0.255993,0.16519,0.16519,0.255993
6662,1,1,1,1,1,1,1,1,1,1,1,1,1,0.388984,0.165711,0.388984,0.165711,0.388984,0.165711,0.388984,0.388984,0.165711,0.165711,0.388984
6663,1,1,1,1,1,1,1,1,1,1,1,1,1,0.345605,0.181344,0.345605,0.181344,0.345605,0.181344,0.345605,0.345605,0.181344,0.181344,0.345605
6664,1,1,1,1,1,1,1,1,1,1,1,1,1,0.341895,0.169359,0.341895,0.169359,0.341895,0.169359,0.341895,0.341895,0.169359,0.169359,0.341895
6665,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04395,0.126628,0.04395,0.126628,0.04395,0.126628,0.04395,0.04395,0.126628,0.126628,0.04395
6666,1,1,1,1,1,1,1,1,1,1,1,1,1,0.034247,0.170922,0.034247,0.170922,0.034247,0.170922,0.034247,0.034247,0.170922,0.170922,0.034247
6667,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.244919,0,0.244919,0,0.244919,0,0,0.244919,0.244919,0
6668,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.272538,0,0.272538,0,0.272538,0,0,0.272538,0.272538,0
6669,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.302762,0,0.302762,0,0.302762,0,0,0.302762,0.302762,0
6670,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.346014,0,0.346014,0,0.346014,0,0,0.346014,0.346014,0
6671,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.313705,0,0.313705,0,0.313705,0,0,0.313705,0.313705,0
6672,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.323606,0,0.323606,0,0.323606,0,0,0.323606,0.323606,0
6673,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.340281,0,0.340281,0,0.340281,0,0,0.340281,0.340281,0
6674,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.383012,0,0.383012,0,0.383012,0,0,0.383012,0.383012,0
6675,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.369984,0,0.369984,0,0.369984,0,0,0.369984,0.369984,0
6676,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.361126,0,0.361126,0,0.361126,0,0,0.361126,0.361126,0
6677,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.336634,0,0.336634,0,0.336634,0,0,0.336634,0.336634,0
6678,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.343929,0,0.343929,0,0.343929,0,0,0.343929,0.343929,0
6679,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.379885,0,0.379885,0,0.379885,0,0,0.379885,0.379885,0
6680,1,1,1,1,1,1,1,1,1,1,1,1,1,0.126427,0.368421,0.126427,0.368421,0.126427,0.368421,0.126427,0.126427,0.368421,0.368421,0.126427
6681,1,1,1,1,1,1,1,1,1,1,1,1,1,0.331906,0.340281,0.331906,0.340281,0.331906,0.340281,0.331906,0.331906,0.340281,0.340281,0.331906
6682,1,1,1,1,1,1,1,1,1,1,1,1,1,0.277683,0.337676,0.277683,0.337676,0.277683,0.337676,0.277683,0.277683,0.337676,0.337676,0.277683
6683,1,1,1,1,1,1,1,1,1,1,1,1,1,0.566495,0.342366,0.566495,0.342366,0.566495,0.342366,0.566495,0.566495,0.342366,0.342366,0.566495
6684,1,1,1,1,1,1,1,1,1,1,1,1,1,0.393836,0.33038,0.393836,0.33038,0.393836,0.33038,0.393836,0.393836,0.33038,0.33038,0.393836
6685,1,1,1,1,1,1,1,1,1,1,1,1,1,0.270833,0.292861,0.270833,0.292861,0.270833,0.292861,0.270833,0.270833,0.292861,0.292861,0.270833
6686,1,1,1,1,1,1,1,1,1,1,1,1,1,0.232306,0.262116,0.232306,0.262116,0.232306,0.262116,0.232306,0.232306,0.262116,0.262116,0.232306
6687,1,1,1,1,1,1,1,1,1,1,1,1,1,0.512272,0.219906,0.512272,0.219906,0.512272,0.219906,0.512272,0.512272,0.219906,0.219906,0.512272
6688,1,1,1,1,1,1,1,1,1,1,1,1,1,0.371005,0.228765,0.371005,0.228765,0.371005,0.228765,0.371005,0.371005,0.228765,0.228765,0.371005
6689,1,1,1,1,1,1,1,1,1,1,1,1,1,0.168094,0.230849,0.168094,0.230849,0.168094,0.230849,0.168094,0.168094,0.230849,0.230849,0.168094
6690,1,1,1,1,1,1,1,1,1,1,1,1,1,0.026826,0.368942,0.026826,0.368942,0.026826,0.368942,0.026826,0.026826,0.368942,0.368942,0.026826
6691,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.33507,0,0.33507,0,0.33507,0,0,0.33507,0.33507,0
6692,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.424179,0,0.424179,0,0.424179,0,0,0.424179,0.424179,0
6693,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.496613,0,0.496613,0,0.496613,0,0,0.496613,0.496613,0
6694,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.455446,0,0.455446,0,0.455446,0,0,0.455446,0.455446,0
6695,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.355393,0,0.355393,0,0.355393,0,0,0.355393,0.355393,0
6696,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.355915,0,0.355915,0,0.355915,0,0,0.355915,0.355915,0
6697,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.285044,0,0.285044,0,0.285044,0,0,0.285044,0.285044,0
6698,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.319437,0,0.319437,0,0.319437,0,0,0.319437,0.319437,0
6699,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.490881,0,0.490881,0,0.490881,0,0,0.490881,0.490881,0
6700,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.591454,0,0.591454,0,0.591454,0,0,0.591454,0.591454,0
6701,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.588848,0,0.588848,0,0.588848,0,0,0.588848,0.588848,0
6702,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.560188,0,0.560188,0,0.560188,0,0,0.560188,0.560188,0
6703,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.605003,0,0.605003,0,0.605003,0,0,0.605003,0.605003,0
6704,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02911,0.628973,0.02911,0.628973,0.02911,0.628973,0.02911,0.02911,0.628973,0.628973,0.02911
6705,1,1,1,1,1,1,1,1,1,1,1,1,1,0.144977,0.630537,0.144977,0.630537,0.144977,0.630537,0.144977,0.144977,0.630537,0.630537,0.144977
6706,1,1,1,1,1,1,1,1,1,1,1,1,1,0.370434,0.715998,0.370434,0.715998,0.370434,0.715998,0.370434,0.370434,0.715998,0.715998,0.370434
6707,1,1,1,1,1,1,1,1,1,1,1,1,1,0.267409,0.781136,0.267409,0.781136,0.267409,0.781136,0.267409,0.267409,0.781136,0.781136,0.267409
6708,1,1,1,1,1,1,1,1,1,1,1,1,1,0.471461,0.795727,0.471461,0.795727,0.471461,0.795727,0.471461,0.471461,0.795727,0.795727,0.471461
6709,1,1,1,1,1,1,1,1,1,1,1,1,1,0.506564,0.729026,0.506564,0.729026,0.506564,0.729026,0.506564,0.506564,0.729026,0.729026,0.506564
6710,1,1,1,1,1,1,1,1,1,1,1,1,1,0.617009,0.736321,0.617009,0.736321,0.617009,0.736321,0.617009,0.617009,0.736321,0.736321,0.617009
6711,1,1,1,1,1,1,1,1,1,1,1,1,1,0.370148,0.819698,0.370148,0.819698,0.370148,0.819698,0.370148,0.370148,0.819698,0.819698,0.370148
6712,1,1,1,1,1,1,1,1,1,1,1,1,1,0.135845,0.639396,0.135845,0.639396,0.135845,0.639396,0.135845,0.135845,0.639396,0.639396,0.135845
6713,1,1,1,1,1,1,1,1,1,1,1,1,1,0.038242,0.578426,0.038242,0.578426,0.038242,0.578426,0.038242,0.038242,0.578426,0.578426,0.038242
6714,1,1,1,1,1,1,1,1,1,1,1,1,1,0.010845,0.418968,0.010845,0.418968,0.010845,0.418968,0.010845,0.010845,0.418968,0.418968,0.010845
6715,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.36321,0,0.36321,0,0.36321,0,0,0.36321,0.36321,0
6716,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.365816,0,0.365816,0,0.365816,0,0,0.365816,0.365816,0
6717,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.375195,0,0.375195,0,0.375195,0,0,0.375195,0.375195,0
6718,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.337676,0,0.337676,0,0.337676,0,0,0.337676,0.337676,0
6719,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.285565,0,0.285565,0,0.285565,0,0,0.285565,0.285565,0
6720,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.225638,0,0.225638,0,0.225638,0,0,0.225638,0.225638,0
6721,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.138093,0,0.138093,0,0.138093,0,0,0.138093,0.138093,0
6722,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.112559,0,0.112559,0,0.112559,0,0,0.112559,0.112559,0
6723,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.097968,0,0.097968,0,0.097968,0,0,0.097968,0.097968,0
6724,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.09432,0,0.09432,0,0.09432,0,0,0.09432,0.09432,0
6725,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.08025,0,0.08025,0,0.08025,0,0,0.08025,0.08025,0
6726,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.078166,0,0.078166,0,0.078166,0,0,0.078166,0.078166,0
6727,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.072434,0,0.072434,0,0.072434,0,0,0.072434,0.072434,0
6728,1,1,1,1,1,1,1,1,1,1,1,1,1,0.116724,0.054195,0.116724,0.054195,0.116724,0.054195,0.116724,0.116724,0.054195,0.054195,0.116724
6729,1,1,1,1,1,1,1,1,1,1,1,1,1,0.096747,0.03752,0.096747,0.03752,0.096747,0.03752,0.096747,0.096747,0.03752,0.03752,0.096747
6730,1,1,1,1,1,1,1,1,1,1,1,1,1,0.442922,0.046899,0.442922,0.046899,0.442922,0.046899,0.442922,0.442922,0.046899,0.046899,0.442922
6731,1,1,1,1,1,1,1,1,1,1,1,1,1,0.530251,0.043252,0.530251,0.043252,0.530251,0.043252,0.530251,0.530251,0.043252,0.043252,0.530251
6732,1,1,1,1,1,1,1,1,1,1,1,1,1,0.658961,0.055758,0.658961,0.055758,0.658961,0.055758,0.658961,0.658961,0.055758,0.055758,0.658961
6733,1,1,1,1,1,1,1,1,1,1,1,1,1,0.566781,0.0568,0.566781,0.0568,0.566781,0.0568,0.566781,0.566781,0.0568,0.0568,0.566781
6734,1,1,1,1,1,1,1,1,1,1,1,1,1,0.548801,0.052632,0.548801,0.052632,0.548801,0.052632,0.548801,0.548801,0.052632,0.052632,0.548801
6735,1,1,1,1,1,1,1,1,1,1,1,1,1,0.155537,0.069828,0.155537,0.069828,0.155537,0.069828,0.155537,0.155537,0.069828,0.069828,0.155537
6736,1,1,1,1,1,1,1,1,1,1,1,1,1,0.098744,0.052632,0.098744,0.052632,0.098744,0.052632,0.098744,0.098744,0.052632,0.052632,0.098744
6737,1,1,1,1,1,1,1,1,1,1,1,1,1,0.048801,0.045336,0.048801,0.045336,0.048801,0.045336,0.048801,0.048801,0.045336,0.045336,0.048801
6738,1,1,1,1,1,1,1,1,1,1,1,1,1,0.014269,0.045336,0.014269,0.045336,0.014269,0.045336,0.014269,0.014269,0.045336,0.045336,0.014269
6739,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.074518,0,0.074518,0,0.074518,0,0,0.074518,0.074518,0
6740,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.14174,0,0.14174,0,0.14174,0,0,0.14174,0.14174,0
6741,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.208442,0,0.208442,0,0.208442,0,0,0.208442,0.208442,0
6742,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.241793,0,0.241793,0,0.241793,0,0,0.241793,0.241793,0
6743,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.238666,0,0.238666,0,0.238666,0,0,0.238666,0.238666,0
6744,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.236582,0,0.236582,0,0.236582,0,0,0.236582,0.236582,0
6745,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.241271,0,0.241271,0,0.241271,0,0,0.241271,0.241271,0
6746,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.231371,0,0.231371,0,0.231371,0,0,0.231371,0.231371,0
6747,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.195935,0,0.195935,0,0.195935,0,0,0.195935,0.195935,0
6748,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.197499,0,0.197499,0,0.197499,0,0,0.197499,0.197499,0
6749,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.167275,0,0.167275,0,0.167275,0,0,0.167275,0.167275,0
6750,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.168838,0,0.168838,0,0.168838,0,0,0.168838,0.168838,0
6751,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.153205,0,0.153205,0,0.153205,0,0,0.153205,0.153205,0
6752,1,1,1,1,1,1,1,1,1,1,1,1,1,0.030251,0.09901,0.030251,0.09901,0.030251,0.09901,0.030251,0.030251,0.09901,0.09901,0.030251
6753,1,1,1,1,1,1,1,1,1,1,1,1,1,0.305936,0.078687,0.305936,0.078687,0.305936,0.078687,0.305936,0.305936,0.078687,0.078687,0.305936
6754,1,1,1,1,1,1,1,1,1,1,1,1,1,0.421804,0.096404,0.421804,0.096404,0.421804,0.096404,0.421804,0.421804,0.096404,0.096404,0.421804
6755,1,1,1,1,1,1,1,1,1,1,1,1,1,0.538813,0.091714,0.538813,0.091714,0.538813,0.091714,0.538813,0.538813,0.091714,0.091714,0.538813
6756,1,1,1,1,1,1,1,1,1,1,1,1,1,0.327911,0.071391,0.327911,0.071391,0.327911,0.071391,0.327911,0.327911,0.071391,0.071391,0.327911
6757,1,1,1,1,1,1,1,1,1,1,1,1,1,0.438642,0.076081,0.438642,0.076081,0.438642,0.076081,0.438642,0.438642,0.076081,0.076081,0.438642
6758,1,1,1,1,1,1,1,1,1,1,1,1,1,0.305365,0.090672,0.305365,0.090672,0.305365,0.090672,0.305365,0.305365,0.090672,0.090672,0.305365
6759,1,1,1,1,1,1,1,1,1,1,1,1,1,0.170662,0.141219,0.170662,0.141219,0.170662,0.141219,0.170662,0.170662,0.141219,0.141219,0.170662
6760,1,1,1,1,1,1,1,1,1,1,1,1,1,0.109589,0.134966,0.109589,0.134966,0.109589,0.134966,0.109589,0.109589,0.134966,0.134966,0.109589
6761,1,1,1,1,1,1,1,1,1,1,1,1,1,0.070776,0.137051,0.070776,0.137051,0.070776,0.137051,0.070776,0.070776,0.137051,0.137051,0.070776
6762,1,1,1,1,1,1,1,1,1,1,1,1,1,0.013984,0.144867,0.013984,0.144867,0.013984,0.144867,0.013984,0.013984,0.144867,0.144867,0.013984
6763,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.163106,0,0.163106,0,0.163106,0,0,0.163106,0.163106,0
6764,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.168317,0,0.168317,0,0.168317,0,0,0.168317,0.168317,0
6765,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.178739,0,0.178739,0,0.178739,0,0,0.178739,0.178739,0
6766,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.182908,0,0.182908,0,0.182908,0,0,0.182908,0.182908,0
6767,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.177697,0,0.177697,0,0.177697,0,0,0.177697,0.177697,0
6768,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.120375,0,0.120375,0,0.120375,0,0,0.120375,0.120375,0
6769,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.062533,0,0.062533,0,0.062533,0,0,0.062533,0.062533,0
6770,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.046899,0,0.046899,0,0.046899,0,0,0.046899,0.046899,0
6771,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.040646,0,0.040646,0,0.040646,0,0,0.040646,0.040646,0
6772,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.03283,0,0.03283,0,0.03283,0,0,0.03283,0.03283,0
6773,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.035435,0,0.035435,0,0.035435,0,0,0.035435,0.035435,0
6774,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.039083,0,0.039083,0,0.039083,0,0,0.039083,0.039083,0
6775,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.038562,0,0.038562,0,0.038562,0,0,0.038562,0.038562,0
6776,1,1,1,1,1,1,1,1,1,1,1,1,1,0.121005,0.027619,0.121005,0.027619,0.121005,0.027619,0.121005,0.121005,0.027619,0.027619,0.121005
6777,1,1,1,1,1,1,1,1,1,1,1,1,1,0.30879,0.03283,0.30879,0.03283,0.30879,0.03283,0.30879,0.30879,0.03283,0.03283,0.30879
6778,1,1,1,1,1,1,1,1,1,1,1,1,1,0.475742,0.040646,0.475742,0.040646,0.475742,0.040646,0.475742,0.475742,0.040646,0.040646,0.475742
6779,1,1,1,1,1,1,1,1,1,1,1,1,1,0.59161,0.03752,0.59161,0.03752,0.59161,0.03752,0.59161,0.59161,0.03752,0.03752,0.59161
6780,1,1,1,1,1,1,1,1,1,1,1,1,1,0.448059,0.031787,0.448059,0.031787,0.448059,0.031787,0.448059,0.448059,0.031787,0.031787,0.448059
6781,1,1,1,1,1,1,1,1,1,1,1,1,1,0.609589,0.026576,0.609589,0.026576,0.609589,0.026576,0.609589,0.609589,0.026576,0.026576,0.609589
6782,1,1,1,1,1,1,1,1,1,1,1,1,1,0.57363,0.039604,0.57363,0.039604,0.57363,0.039604,0.57363,0.57363,0.039604,0.039604,0.57363
6783,1,1,1,1,1,1,1,1,1,1,1,1,1,0.351313,0.046378,0.351313,0.046378,0.351313,0.046378,0.351313,0.351313,0.046378,0.046378,0.351313
6784,1,1,1,1,1,1,1,1,1,1,1,1,1,0.160959,0.053153,0.160959,0.053153,0.160959,0.053153,0.160959,0.160959,0.053153,0.053153,0.160959
6785,1,1,1,1,1,1,1,1,1,1,1,1,1,0.123573,0.067744,0.123573,0.067744,0.123573,0.067744,0.123573,0.123573,0.067744,0.067744,0.123573
6786,1,1,1,1,1,1,1,1,1,1,1,1,1,0.009989,0.118291,0.009989,0.118291,0.009989,0.118291,0.009989,0.009989,0.118291,0.118291,0.009989
6787,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.159458,0,0.159458,0,0.159458,0,0,0.159458,0.159458,0
6788,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.15112,0,0.15112,0,0.15112,0,0,0.15112,0.15112,0
6789,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.132361,0,0.132361,0,0.132361,0,0,0.132361,0.132361,0
6790,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.1605,0,0.1605,0,0.1605,0,0,0.1605,0.1605,0
6791,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.181344,0,0.181344,0,0.181344,0,0,0.181344,0.181344,0
6792,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.155289,0,0.155289,0,0.155289,0,0,0.155289,0.155289,0
6793,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.154768,0,0.154768,0,0.154768,0,0,0.154768,0.154768,0
6794,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.161542,0,0.161542,0,0.161542,0,0,0.161542,0.161542,0
6795,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.157895,0,0.157895,0,0.157895,0,0,0.157895,0.157895,0
6796,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.139656,0,0.139656,0,0.139656,0,0,0.139656,0.139656,0
6797,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.152684,0,0.152684,0,0.152684,0,0,0.152684,0.152684,0
6798,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.159979,0,0.159979,0,0.159979,0,0,0.159979,0.159979,0
6799,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.125065,0,0.125065,0,0.125065,0,0,0.125065,0.125065,0
6800,1,1,1,1,1,1,1,1,1,1,1,1,1,0.092751,0.068265,0.092751,0.068265,0.092751,0.068265,0.092751,0.092751,0.068265,0.068265,0.092751
6801,1,1,1,1,1,1,1,1,1,1,1,1,1,0.310788,0.044294,0.310788,0.044294,0.310788,0.044294,0.310788,0.310788,0.044294,0.044294,0.310788
6802,1,1,1,1,1,1,1,1,1,1,1,1,1,0.474315,0.047942,0.474315,0.047942,0.474315,0.047942,0.474315,0.474315,0.047942,0.047942,0.474315
6803,1,1,1,1,1,1,1,1,1,1,1,1,1,0.562215,0.059927,0.562215,0.059927,0.562215,0.059927,0.562215,0.562215,0.059927,0.059927,0.562215
6804,1,1,1,1,1,1,1,1,1,1,1,1,1,0.478596,0.062011,0.478596,0.062011,0.478596,0.062011,0.478596,0.478596,0.062011,0.062011,0.478596
6805,1,1,1,1,1,1,1,1,1,1,1,1,1,0.581336,0.06618,0.581336,0.06618,0.581336,0.06618,0.581336,0.581336,0.06618,0.06618,0.581336
6806,1,1,1,1,1,1,1,1,1,1,1,1,1,0.608447,0.055237,0.608447,0.055237,0.608447,0.055237,0.608447,0.608447,0.055237,0.055237,0.608447
6807,1,1,1,1,1,1,1,1,1,1,1,1,1,0.489155,0.059927,0.489155,0.059927,0.489155,0.059927,0.489155,0.489155,0.059927,0.059927,0.489155
6808,1,1,1,1,1,1,1,1,1,1,1,1,1,0.334475,0.068786,0.334475,0.068786,0.334475,0.068786,0.334475,0.334475,0.068786,0.068786,0.334475
6809,1,1,1,1,1,1,1,1,1,1,1,1,1,0.075913,0.125586,0.075913,0.125586,0.075913,0.125586,0.075913,0.075913,0.125586,0.125586,0.075913
6810,1,1,1,1,1,1,1,1,1,1,1,1,1,0.007705,0.161021,0.007705,0.161021,0.007705,0.161021,0.007705,0.007705,0.161021,0.161021,0.007705
6811,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.209484,0,0.209484,0,0.209484,0,0,0.209484,0.209484,0
6812,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.300677,0,0.300677,0,0.300677,0,0,0.300677,0.300677,0
6813,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.34445,0,0.34445,0,0.34445,0,0,0.34445,0.34445,0
6814,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.361647,0,0.361647,0,0.361647,0,0,0.361647,0.361647,0
6815,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.408025,0,0.408025,0,0.408025,0,0,0.408025,0.408025,0
6816,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.38197,0,0.38197,0,0.38197,0,0,0.38197,0.38197,0
6817,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.396561,0,0.396561,0,0.396561,0,0,0.396561,0.396561,0
6818,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.359041,0,0.359041,0,0.359041,0,0,0.359041,0.359041,0
6819,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.312663,0,0.312663,0,0.312663,0,0,0.312663,0.312663,0
6820,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.274101,0,0.274101,0,0.274101,0,0,0.274101,0.274101,0
6821,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.210526,0,0.210526,0,0.210526,0,0,0.210526,0.210526,0
6822,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.16988,0,0.16988,0,0.16988,0,0,0.16988,0.16988,0
6823,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.159979,0,0.159979,0,0.159979,0,0,0.159979,0.159979,0
6824,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115297,0.153205,0.115297,0.153205,0.115297,0.153205,0.115297,0.115297,0.153205,0.153205,0.115297
